##;CROSS;##
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
???Right;invalid_hand;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.0189167;2.208561;0.3349033;0.3806367;0.1654989;0.7820387;0.46491;0.006280975;2.235394;0.4019166;0.3025215;0.4994743;0.8115631;0.01927109;-0.0184893;2.245514;0.416234;0.2995737;0.5000325;0.8123109;0.01934609;-0.03687652;2.252937;0.4267164;0.2995737;0.5000325;0.8123109;0.01934609;0.01845237;2.280682;0.3982171;0.3362049;0.091131;0.9091251;0.2283703;-0.006940807;2.298752;0.4198203;0.3520166;0.08947736;0.9011097;0.2368115;-0.02025211;2.308941;0.4321337;0.3334744;0.1135212;0.890278;0.2886397;-0.02988205;2.318233;0.4404598;0.3334744;0.1135212;0.890278;0.2886397;-0.001389937;2.279896;0.3885338;0.3398536;0.04465607;0.8873941;0.3082812;-0.02545178;2.303898;0.4124589;0.3400548;0.04460424;0.8872989;0.3083408;-0.03942693;2.317844;0.4263707;0.340044;0.04460803;0.8873031;0.3083403;-0.04939086;2.327789;0.4362888;0.340044;0.04460803;0.8873031;0.3083403;-0.01521512;2.276794;0.3735904;0.2976832;0.07960612;0.8672325;0.3910953;-0.03531344;2.305016;0.3912467;0.2969031;0.08077577;0.8661863;0.3937578;-0.04754525;2.322403;0.4019811;0.3031652;0.06467924;0.8838556;0.3502956;-0.05813566;2.334621;0.411084;0.3031652;0.06467924;0.8838556;0.3502956;-0.02513181;2.273888;0.356645;0.2284939;0.05947503;0.8385721;0.490969;-0.0378007;2.29995;0.3665972;0.2206028;0.06634781;0.8346744;0.5002511;-0.04441272;2.314163;0.3715605;0.225659;0.05404177;0.8580703;0.458119;-0.05157595;2.326302;0.3766174;0.225659;0.05404177;0.8580703;0.458119;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1198392;2.481964;0.3456465;0.1794959;-0.1565177;0.9033759;0.3566448;0.01330618;2.414787;0.4305946;0.3739711;0.6984226;0.5832406;-0.1793935;-0.005281685;2.417206;0.4560069;0.3899126;0.6572107;0.5878854;-0.2653923;-0.01932582;2.422279;0.4764324;0.3899126;0.6572107;0.5878854;-0.2653923;0.02426589;2.409119;0.479458;0.3981416;0.2312008;0.8870678;-0.03376991;0.002350748;2.403744;0.5141656;0.2997021;0.3246498;0.8846911;0.1486699;-0.01641038;2.407722;0.5255571;0.1579841;0.4044902;0.7945882;0.4243332;-0.02848007;2.424133;0.5236706;0.1579841;0.4044902;0.7945882;0.4243332;-0.002208494;2.384289;0.4777575;0.3728587;0.2704706;0.8648708;0.1995503;-0.03093645;2.400246;0.505468;0.09605822;0.4182081;0.7249284;0.5388445;-0.05135958;2.418488;0.4910053;-0.2360146;0.3822806;0.3338695;0.8286673;-0.03555758;2.430641;0.4652162;-0.2360146;0.3822806;0.3338695;0.8286673;-0.02618946;2.365295;0.4656788;0.4196419;0.2487269;0.8244391;0.2869424;-0.04545865;2.387909;0.489283;0.2163771;0.3954374;0.7188009;0.5292785;-0.06108837;2.409008;0.4806826;0.1380365;-0.4503822;-0.3293475;-0.8183106;-0.04860671;2.422722;0.4532954;0.1380365;-0.4503822;-0.3293475;-0.8183106;-0.04944032;2.349377;0.4494899;0.4062076;0.2174167;0.7624325;0.4543372;-0.05509727;2.37619;0.4617188;0.3400014;0.2778009;0.7437755;0.5040081;-0.06013864;2.391899;0.4629666;-0.2944707;-0.4220751;-0.546205;-0.6609086;-0.05897408;2.415936;0.4571158;-0.2944707;-0.4220751;-0.546205;-0.6609086;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.06505096;2.249496;0.3745589;0.6520121;0.1761395;0.7356969;0.05104267;0.08592626;2.306831;0.4292383;0.5173078;0.7452946;0.3837547;-0.1722245;0.07409225;2.325459;0.4483018;0.3553383;0.8315918;0.4156116;-0.09724613;0.05802168;2.336712;0.4583846;0.3553383;0.8315918;0.4156116;-0.09724613;0.07486887;2.294193;0.4660459;0.6800557;0.1433564;0.7081181;-0.124669;0.07321157;2.295082;0.5027321;0.5875748;0.3729882;0.7059267;0.1315426;0.06749814;2.307953;0.5178217;0.3835691;0.5829633;0.5862672;0.4114847;0.06170859;2.322617;0.5173483;0.3835691;0.5829633;0.5862672;0.4114847;0.0576881;2.283489;0.4641846;0.3835813;0.4471501;0.7197632;0.3672374;0.03964041;2.31953;0.4734527;0.005573511;0.5708408;0.2536673;0.7808729;0.04511516;2.329506;0.4515747;0.2543569;-0.4829271;0.1412687;-0.82591;0.05387309;2.321007;0.4386972;0.2543569;-0.4829271;0.1412687;-0.82591;0.04162832;2.27494;0.4543809;0.3360218;0.4045351;0.7506893;0.399883;0.02429189;2.308128;0.4612741;0.1032277;0.5111237;0.4432953;0.7290997;0.02628322;2.325962;0.4457754;-0.05855489;0.5076639;0.1814005;0.8402042;0.03399648;2.330482;0.4296704;-0.05855489;0.5076639;0.1814005;0.8402042;0.02748728;2.268379;0.4428388;0.2354921;0.3417516;0.7759104;0.4750918;0.01405493;2.295704;0.444151;0.1356902;0.3888338;0.5792127;0.7034976;0.01441185;2.311123;0.4375454;0.02633101;0.3857785;0.298355;0.8726201;0.02235013;2.319313;0.4275894;0.02633101;0.3857785;0.298355;0.8726201;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.0901172;2.197723;0.3927721;0.7517341;0.1644297;0.6386354;0.001840908;0.1322703;2.247543;0.4467392;0.5564954;0.7155105;0.3627098;-0.2163317;0.1238216;2.266338;0.4677258;0.3351566;0.8343805;0.4191848;-0.1255527;0.1075369;2.276279;0.4784646;0.3351566;0.8343805;0.4191848;-0.1255527;0.1246655;2.233868;0.4853515;0.6877962;0.2504996;0.6807212;0.02837051;0.1227109;2.247849;0.5190774;0.5941738;0.4214715;0.6543327;0.2028991;0.1184274;2.26339;0.5313863;0.5742276;0.4476519;0.6467282;0.2271857;0.1147583;2.275883;0.5397257;0.5742276;0.4476519;0.6467282;0.2271857;0.1060374;2.225639;0.4857091;0.4881782;0.4231343;0.693203;0.3195453;0.0928136;2.260986;0.5024994;0.1032526;0.6421279;0.3494242;0.674473;0.0911208;2.275898;0.4828633;0.1931745;-0.6308248;-0.01900644;-0.7512541;0.09478784;2.272018;0.4656422;0.1931745;-0.6308248;-0.01900644;-0.7512541;0.0880126;2.218502;0.4785559;0.4421188;0.3971803;0.7122939;0.3733852;0.07540755;2.252087;0.4912443;0.1540555;0.5763694;0.4093207;0.6903057;0.07541094;2.26963;0.475396;-0.05488104;0.6000161;0.1507407;0.7837387;0.079718;2.272758;0.457819;-0.05488104;0.6000161;0.1507407;0.7837387;0.07153731;2.213039;0.4693035;0.3860005;0.3420427;0.7224828;0.460466;0.06304987;2.241226;0.4766881;0.2106275;0.4686516;0.4525484;0.728836;0.06557556;2.255459;0.4685155;0.06203625;0.5073365;0.21344;0.8325892;0.07142506;2.261669;0.4563691;0.06203625;0.5073365;0.21344;0.8325892;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1123572;2.18203;0.4082151;0.7590179;0.04700997;0.6398033;0.1110563;0.1584629;2.223846;0.455565;0.6691079;0.6119621;0.3514096;-0.2330419;0.1585774;2.243191;0.4778264;0.5179641;0.7408911;0.3982046;-0.15565;0.1494185;2.257393;0.4920216;0.5179641;0.7408911;0.3982046;-0.15565;0.1541224;2.20879;0.4947417;0.6790792;0.3222101;0.6279928;0.2016361;0.1541948;2.234386;0.5215374;0.5869566;0.4722409;0.5598344;0.3450451;0.1526649;2.253941;0.528438;0.524349;0.5407033;0.5120679;0.4128981;0.1509273;2.269699;0.5298787;0.524349;0.5407033;0.5120679;0.4128981;0.1341432;2.205235;0.4969558;0.5865135;0.3701884;0.6214542;0.3643587;0.1322004;2.242069;0.5160205;0.2911454;0.6288499;0.3123532;0.6497831;0.1325278;2.260998;0.5004916;0.06850693;0.686002;0.07816682;0.7201376;0.1333508;2.264648;0.4832222;0.06850693;0.686002;0.07816682;0.7201376;0.1141632;2.20277;0.4922565;0.563288;0.335197;0.6343179;0.4098668;0.1130094;2.237328;0.5091931;0.2680826;0.5983743;0.2982059;0.6936523;0.115639;2.254993;0.4931627;0.06776083;0.6560888;0.0702934;0.7483417;0.1180488;2.258614;0.475028;0.06776083;0.6560888;0.0702934;0.7483417;0.09587659;2.202278;0.4849376;0.5265126;0.2698718;0.6525347;0.4734473;0.09595231;2.22979;0.4980994;0.3367968;0.4859536;0.3706243;0.7162784;0.1002129;2.244236;0.4906156;0.1466961;0.5778834;0.1057436;0.7958328;0.1048581;2.249302;0.4772859;0.1466961;0.5778834;0.1057436;0.7958328;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1425747;2.159363;0.4287836;0.7809778;0.005267501;0.5949323;0.1900038;0.1998163;2.194168;0.4715955;0.7232938;0.5535469;0.3503262;-0.2184111;0.2039808;2.213238;0.4936039;0.5579165;0.7173905;0.397958;-0.1253373;0.1963956;2.228596;0.5072796;0.5579165;0.7173905;0.397958;-0.1253373;0.195772;2.180939;0.5107427;0.7182695;0.2817781;0.5859995;0.2475778;0.2014513;2.20657;0.5366091;0.5978755;0.4911382;0.4718049;0.4227628;0.2029513;2.227005;0.5396997;0.5031047;0.5873147;0.3870108;0.5021651;0.2031188;2.242531;0.5365227;0.5031047;0.5873147;0.3870108;0.5021651;0.1756638;2.180832;0.5144129;0.6438425;0.3180254;0.5764674;0.3898878;0.1811762;2.216419;0.5348744;0.3793327;0.6096387;0.2671269;0.6427213;0.1839358;2.236149;0.5206698;0.1703648;0.6929125;0.04822629;0.698944;0.1845552;2.241505;0.5038633;0.1703648;0.6929125;0.04822629;0.698944;0.1552825;2.181679;0.5111916;0.5988601;0.3165509;0.573443;0.4607877;0.16073;2.216549;0.5263653;0.3339872;0.5894476;0.2336901;0.6974188;0.1653977;2.2337;0.510512;0.1351626;0.663596;0.006092351;0.7357544;0.1676008;2.237179;0.4924962;0.1351626;0.663596;0.006092351;0.7357544;0.136769;2.184303;0.5051537;0.5519995;0.2718568;0.5676023;0.5470082;0.1431135;2.212437;0.5152076;0.3538308;0.5038205;0.2393916;0.7507732;0.1494874;2.224499;0.5053329;0.1849117;0.5884091;0.002304606;0.7871323;0.1540976;2.227814;0.4914588;0.1849117;0.5884091;0.002304606;0.7871323;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1685311;2.137497;0.4450152;0.8298682;0.03009367;0.5182814;0.2044448;0.2351584;2.174458;0.4791383;0.7496224;0.5400914;0.3195325;-0.2103966;0.2413922;2.194275;0.4998674;0.5904393;0.7060053;0.3687157;-0.1303333;0.2355128;2.210407;0.513417;0.5904393;0.7060053;0.3687157;-0.1303333;0.233915;2.160236;0.5194378;0.7574445;0.2617965;0.5370297;0.2633241;0.2444613;2.185284;0.5443455;0.5792972;0.5550632;0.3720455;0.4667998;0.2466895;2.205811;0.5425411;0.4185925;0.6837108;0.2385068;0.5481194;0.2459173;2.219036;0.533821;0.4185925;0.6837108;0.2385068;0.5481194;0.2142246;2.161667;0.5244664;0.6556063;0.3510106;0.5088923;0.4335909;0.2239963;2.199024;0.539508;0.3186226;0.6696782;0.1395908;0.6561445;0.2255842;2.21402;0.5200941;0.1021681;0.7311964;-0.06665894;0.6711711;0.224196;2.215084;0.5024232;0.1021681;0.7311964;-0.06665894;0.6711711;0.1938168;2.163963;0.5226047;0.611053;0.3407974;0.5147761;0.4954565;0.2029419;2.199516;0.5337872;0.2986596;0.6335405;0.1347754;0.700903;0.2067904;2.213062;0.5145019;0.05638137;0.6996268;-0.1197832;0.7021366;0.2066483;2.211403;0.4959981;0.05638137;0.6996268;-0.1197832;0.7021366;0.1751504;2.167809;0.5178318;0.5702527;0.2960994;0.4978342;0.5824932;0.1851922;2.195805;0.5246339;0.307958;0.5682903;0.1069684;0.7554904;0.1907974;2.204449;0.5112405;0.1227174;0.6406291;-0.1214223;0.7481923;0.1930481;2.204082;0.4963787;0.1227174;0.6406291;-0.1214223;0.7481923;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1875063;2.120438;0.4461258;0.8215448;-0.02527389;0.5147253;0.2438917;0.2548009;2.148121;0.4762262;0.7997207;0.4868325;0.2881877;-0.2009698;0.2653553;2.167576;0.4954803;0.6402384;0.6752563;0.3436303;-0.1266568;0.2621197;2.184563;0.5088298;0.6402384;0.6752563;0.3436303;-0.1266568;0.2555797;2.134117;0.5174779;0.798861;0.2255341;0.4703033;0.299617;0.2724213;2.15786;0.5402358;0.5588511;0.6137059;0.234207;0.5061598;0.2753125;2.177109;0.5327498;0.2801906;0.779065;0.01913336;0.5605221;0.2718631;2.184471;0.5188848;0.2801906;0.779065;0.01913336;0.5605221;0.2368103;2.138466;0.5241705;0.6952617;0.337544;0.4306425;0.4660712;0.2534373;2.174549;0.5359523;0.3287324;0.6930757;0.01795842;0.6412945;0.2544175;2.186275;0.5144594;0.08678457;0.7546317;-0.1946147;0.6205842;0.2506174;2.184319;0.4972822;0.08678457;0.7546317;-0.1946147;0.6205842;0.2168193;2.143654;0.5240738;0.6479371;0.3254422;0.449981;0.5213272;0.2315283;2.177849;0.5334346;0.3404531;0.6368729;0.05236901;0.6897407;0.2359107;2.189903;0.5133597;0.1035414;0.710099;-0.187996;0.670594;0.234448;2.187962;0.4950429;0.1035414;0.710099;-0.187996;0.670594;0.1985009;2.150085;0.5208938;0.5992614;0.2998194;0.4099361;0.6188268;0.2133013;2.176575;0.5245772;0.323431;0.589301;-0.006729558;0.7403187;0.2184705;2.182823;0.5098135;0.1611806;0.6550447;-0.1958518;0.7117438;0.2194444;2.181812;0.4949193;0.1611806;0.6550447;-0.1958518;0.7117438;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.2017171;2.110588;0.4421225;0.8253249;-0.03621915;0.4916083;0.2754061;0.270535;2.133694;0.4677839;0.8475314;0.4218603;0.2547699;-0.1970204;0.2856081;2.15173;0.4853096;0.7223226;0.6053712;0.3046178;-0.1377837;0.2873902;2.169025;0.4985853;0.7223226;0.6053712;0.3046178;-0.1377837;0.2721276;2.120529;0.5096928;0.809494;0.2435046;0.4045464;0.3489518;0.292625;2.145588;0.5276456;0.5382489;0.6516391;0.1379282;0.5163631;0.2950037;2.163162;0.5167252;0.2207978;0.8143892;-0.08957995;0.5291452;0.2895529;2.167377;0.5023795;0.2207978;0.8143892;-0.08957995;0.5291452;0.2543785;2.127079;0.5172441;0.7186279;0.3198774;0.3812086;0.4857288;0.2752603;2.161419;0.5270578;0.3472334;0.7009349;-0.03493445;0.6220121;0.275631;2.172268;0.5051186;0.08644436;0.771787;-0.2486787;0.578819;0.2700633;2.169537;0.4885661;0.08644436;0.771787;-0.2486787;0.578819;0.2350715;2.134308;0.5181635;0.6716413;0.3074047;0.4058626;0.5382158;0.2535161;2.166855;0.5263726;0.3536886;0.6456306;-0.006675191;0.6767727;0.2574874;2.177513;0.5054516;0.1102886;0.7244904;-0.2405492;0.6364642;0.2544298;2.174809;0.4874328;0.1102886;0.7244904;-0.2405492;0.6364642;0.2172827;2.142414;0.5159806;0.616554;0.2861677;0.3724365;0.6318707;0.2343182;2.167522;0.5189568;0.3380192;0.5900773;-0.05969581;0.7307451;0.2393153;2.172756;0.5037845;0.1880323;0.6538471;-0.2316838;0.6953063;0.2398773;2.171616;0.4888921;0.1880323;0.6538471;-0.2316838;0.6953063;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1981412;2.105629;0.4415607;0.7823093;-0.0494251;0.4869065;0.3853198;0.2644902;2.128677;0.4666456;0.8609231;0.413233;0.2637037;-0.1360527;0.2796465;2.147358;0.4831794;0.7616478;0.5685782;0.297719;-0.08930153;0.2834776;2.165039;0.4952508;0.7616478;0.5685782;0.297719;-0.08930153;0.2688792;2.11628;0.5075466;0.7933906;0.2553414;0.3687578;0.4115213;0.2909148;2.14246;0.5213869;0.5395911;0.634536;0.08882329;0.5461831;0.2946341;2.158695;0.5089854;0.2709619;0.7858388;-0.1187336;0.5430835;0.2904703;2.163391;0.4944685;0.2709619;0.7858388;-0.1187336;0.5430835;0.25199;2.125294;0.5146222;0.713533;0.3002425;0.3478268;0.5289062;0.2758439;2.158218;0.5219953;0.363564;0.678342;-0.07872247;0.6336214;0.2775167;2.167862;0.4995251;0.1065082;0.7572279;-0.2952609;0.5727855;0.2718406;2.164734;0.4830809;0.1065082;0.7572279;-0.2952609;0.5727855;0.2334837;2.134399;0.5151124;0.6705181;0.275253;0.3850516;0.5712937;0.2545769;2.165348;0.5228162;0.3724161;0.619458;-0.03997244;0.6899134;0.2600572;2.175022;0.5017486;0.156729;0.7035118;-0.2578979;0.6434254;0.2577919;2.17297;0.4835677;0.156729;0.7035118;-0.2578979;0.6434254;0.2164619;2.143875;0.5125265;0.6029452;0.2661885;0.3517576;0.6647313;0.2350545;2.167892;0.5146562;0.3463464;0.5579488;-0.09255886;0.7484453;0.2411102;2.172058;0.4995596;0.214621;0.6190229;-0.2561722;0.710721;0.2426376;2.170589;0.4847884;0.214621;0.6190229;-0.2561722;0.710721;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1973645;2.096024;0.441847;0.7292746;-0.08132574;0.4787067;0.4820628;0.263405;2.114117;0.467717;0.8904675;0.3584251;0.2737888;-0.06032551;0.2807148;2.131786;0.4831808;0.8074386;0.5130995;0.2908203;-0.01398553;0.2873237;2.149605;0.4936923;0.8074386;0.5130995;0.2908203;-0.01398553;0.2675874;2.106014;0.5080716;0.7597741;0.2707384;0.3134838;0.5011704;0.2918417;2.132877;0.5156425;0.4944477;0.6319642;-0.0254023;0.5962359;0.2960142;2.145264;0.4994312;0.2683004;0.7502992;-0.2182038;0.5634297;0.2925123;2.147747;0.4841867;0.2683004;0.7502992;-0.2182038;0.5634297;0.2520127;2.118088;0.5135801;0.6960583;0.2664997;0.3004693;0.5951463;0.2799595;2.148178;0.5177197;0.394789;0.6244031;-0.1382566;0.6596572;0.2844235;2.155788;0.4949018;0.1269611;0.7192304;-0.3823575;0.5660312;0.2786531;2.151371;0.4788189;0.1269611;0.7192304;-0.3823575;0.5660312;0.2349013;2.129593;0.5125974;0.6519552;0.2498363;0.3188097;0.6410123;0.2606052;2.15773;0.5162187;0.3721327;0.5887769;-0.1331456;0.7050756;0.2670886;2.163696;0.4940842;0.1679401;0.6742988;-0.3487584;0.6288764;0.2642716;2.159779;0.4762678;0.1679401;0.6742988;-0.3487584;0.6288764;0.2193293;2.14093;0.5084701;0.5890776;0.2267364;0.2848291;0.7214227;0.2417285;2.16161;0.5087026;0.3542174;0.5269983;-0.1690327;0.7538109;0.2482515;2.163605;0.4933393;0.1800558;0.611823;-0.385868;0.6666023;0.2475546;2.159191;0.4790193;0.1800558;0.611823;-0.385868;0.6666023;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.2015413;2.089882;0.4383271;0.678651;-0.1014775;0.4649126;0.5594563;0.2691338;2.101109;0.4648766;0.9047279;0.3237594;0.2763867;0.01605181;0.2877193;2.118465;0.479155;0.8135843;0.5056565;0.2784888;0.06954411;0.2949663;2.137184;0.4874734;0.8135843;0.5056565;0.2784888;0.06954411;0.271976;2.098156;0.5049732;0.7435533;0.1988539;0.3195831;0.5526775;0.2983969;2.122047;0.5143532;0.5439875;0.5403239;-0.02099882;0.6416283;0.3070085;2.133678;0.499493;0.3316797;0.6850514;-0.2395621;0.6027467;0.3061662;2.136292;0.4839492;0.3316797;0.6850514;-0.2395621;0.6027467;0.2579463;2.112747;0.5085683;0.6873959;0.1748708;0.3063979;0.6348445;0.2889206;2.138645;0.5167319;0.4744578;0.5251828;-0.107113;0.6982836;0.2993374;2.147205;0.4962671;-0.1719412;-0.6810141;0.4250761;-0.5709348;0.2942489;2.14278;0.4799975;-0.1719412;-0.6810141;0.4250761;-0.5709348;0.2424497;2.126099;0.505775;0.6377548;0.1827757;0.3012609;0.6849117;0.2711609;2.150745;0.5108503;0.4174736;0.5173196;-0.143379;0.7331704;0.2812319;2.156029;0.4899778;0.1994018;0.6351807;-0.4008871;0.6293441;0.2788701;2.151405;0.4723212;0.1994018;0.6351807;-0.4008871;0.6293441;0.228425;2.138725;0.4999509;0.573794;0.164851;0.2490625;0.7625957;0.2534327;2.156036;0.5009695;0.3930232;0.4616205;-0.1823426;0.7740739;0.2619493;2.157402;0.4865691;-0.1951963;-0.5844836;0.451757;-0.6451305;0.2605829;2.1521;0.4726626;-0.1951963;-0.5844836;0.451757;-0.6451305;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.2072336;2.078014;0.4329562;0.6357504;-0.1395173;0.4529169;0.6092806;0.2724594;2.080147;0.4646547;0.9090303;0.2774171;0.2968008;0.09280717;0.2919707;2.096451;0.4788593;0.8215082;0.4729886;0.2791971;0.1531519;0.3005702;2.115154;0.4856635;0.8215082;0.4729886;0.2791971;0.1531519;0.2749452;2.081963;0.5027928;0.724988;0.08452627;0.342899;0.5913275;0.3024977;2.101284;0.5173202;0.6190132;0.3869816;0.03886393;0.6823179;0.3169225;2.112274;0.5073811;0.4728912;0.5532776;-0.1734892;0.6634454;0.3221024;2.116909;0.4931774;0.4728912;0.5532776;-0.1734892;0.6634454;0.2629012;2.09866;0.5043571;0.6743942;0.07374829;0.2904582;0.6748244;0.2966515;2.118835;0.5163194;0.5380222;0.4149008;-0.1009405;0.7267742;0.3121756;2.126179;0.4989285;-0.2805592;-0.6200705;0.429424;-0.5936283;0.3097468;2.123325;0.4817028;-0.2805592;-0.6200705;0.429424;-0.5936283;0.2494596;2.113571;0.4995068;0.6237528;0.1050366;0.2598787;0.729632;0.281561;2.132992;0.5059676;0.4707338;0.4291299;-0.1564523;0.7548379;0.2953663;2.136986;0.4871454;0.3137543;0.5616814;-0.3817274;0.6635938;0.2967918;2.134155;0.4690521;0.3137543;0.5616814;-0.3817274;0.6635938;0.2373374;2.127312;0.4918449;0.5552226;0.09468484;0.1998805;0.8017546;0.2647358;2.140224;0.4939425;0.440245;0.3698288;-0.1793974;0.7982656;0.2758173;2.140892;0.4814234;-0.2684212;-0.5291964;0.4615806;-0.6594276;0.2760226;2.136055;0.4673334;-0.2684212;-0.5291964;0.4615806;-0.6594276;
